date,region,course_id,race_id,type,pattern,age_band,dist,dist_f,dist_m,dist_y,going,surface,ran,pos,draw,ovr_btn,btn,horse_id,age,sex,wgt,lbs,time,secs,sp,dec,jockey_id,trainer_id,prize,or,rpr,ts,sire_id,dam_id,damsire_id,owner_id
2014-02-15,NZ,380,596373,Flat,Group 2,3yo+,1m4f,12f,2400,2640,Good,Turf,16,3,4.0,3.25,.75,849916,4.0,F,8-3,115,2:29.72,149.72,7/2F,4.5,77257,16607,4702.97,–,96,–,519564,628242.0,460016.0,216592
2014-02-15,NZ,380,596373,Flat,Group 2,3yo+,1m4f,12f,2400,2640,Good,Turf,16,4,3.0,4,.75,825408,4.0,G,8-5,117,2:29.85,149.85,101/10,11.1,12269,10712,2227.72,–,93,–,547442,825409.0,460016.0,207977
2014-02-15,NZ,380,596373,Flat,Group 2,3yo+,1m4f,12f,2400,2640,Good,Turf,16,5,12.0,4.25,0.2,825403,4.0,G,8-6,118,2:29.92,149.92,165/10,17.5,92635,13974,1237.62,–,93,–,467248,825405.0,462805.0,225194
2014-02-15,NZ,380,596373,Flat,Group 2,3yo+,1m4f,12f,2400,2640,Good,Turf,16,6,7.0,5.25,1,772958,6.0,M,8-8,120,2:30.06,150.06,119/10,12.9,91306,16061,495.05,–,94,–,459025,772959.0,92036.0,210132
2014-02-15,NZ,380,596373,Flat,Group 2,3yo+,1m4f,12f,2400,2640,Good,Turf,16,7,10.0,6,.75,829765,4.0,F,8-5,117,2:30.18,150.18,18/5,4.6,77226,22987,495.05,–,90,–,518730,599396.0,42373.0,187620
2014-02-15,NZ,380,596373,Flat,Group 2,3yo+,1m4f,12f,2400,2640,Good,Turf,16,8,5.0,7.75,1.75,825153,5.0,G,8-4,116,2:30.47,150.47,48/1,49.0,78358,27367,495.05,–,86,–,450430,825154.0,459025.0,207831
2014-02-15,NZ,380,596373,Flat,Group 2,3yo+,1m4f,12f,2400,2640,Good,Turf,16,9,9.0,8.25,.5,746250,7.0,G,9-4,130,2:30.56,150.56,27/1,28.0,77702,13493,495.05,–,99,–,63261,746229.0,476607.0,216776
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,1,3.0,0,0,828922,3.0,C,8-13,125,2:28.39,148.39,11/5F,3.2,78646,27227,222772.28,–,106,–,455703,828924.0,460735.0,190222
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,2,1.0,2,2,852029,3.0,F,8-8,120,2:28.72,148.72,5/2,3.5,87918,18788,64356.44,–,98,–,515736,852030.0,520326.0,232358
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,3,9.0,4.5,2.5,850170,3.0,G,8-13,125,2:29.14,149.14,132/10,14.2,77257,13493,32178.22,–,99,–,601360,850171.0,544827.0,216304
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,4,7.0,8.25,3.75,852046,3.0,G,8-13,125,2:29.76,149.76,145/1,146.0,80994,25059,13861.39,–,93,–,569338,852047.0,61611.0,216886
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,5,8.0,8.5,0.3,849210,3.0,C,8-13,125,2:29.81,149.81,17/2,9.5,81727,3550,9158.42,–,92,–,509320,849209.0,450047.0,215910
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,6,4.0,9,.5,843090,3.0,C,8-13,125,2:29.89,149.89,50/1,51.0,85942,10712,2227.72,–,92,–,596550,831749.0,528538.0,122779
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,7,14.0,9.5,.5,852224,3.0,G,8-13,125,2:29.97,149.97,55/1,56.0,78558,17936,2227.72,–,91,–,95466,753405.0,476611.0,216967
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,8,11.0,12.25,2.75,852225,3.0,G,8-13,125,2:30.43,150.43,246/10,25.6,78018,27173,2227.72,–,87,–,663655,852227.0,460016.0,218068
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,9,2.0,12.5,0.3,850173,3.0,G,8-13,125,2:30.47,150.47,33/1,34.0,75804,26309,2227.72,–,86,–,673259,727759.0,43040.0,216305
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,10,15.0,13.25,.75,847892,3.0,G,8-13,125,2:30.60,150.60,86/1,87.0,88918,13974,2227.72,–,85,–,575178,847893.0,52436.0,215458
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,11,5.0,13.5,0.2,846414,3.0,C,8-13,125,2:30.67,150.67,52/1,53.0,82747,26330,2227.72,–,84,–,632831,846415.0,63261.0,214900
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,12,18.0,14,.5,850866,3.0,F,8-8,120,2:30.72,150.72,50/1,51.0,76525,27366,2227.72,–,79,–,637859,850867.0,488572.0,216598
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,13,12.0,14.75,.75,852042,3.0,G,8-13,125,2:30.85,150.85,76/1,77.0,91306,21896,2227.72,–,82,–,644548,852043.0,459960.0,196526
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,14,16.0,15,0.3,848080,3.0,F,8-8,120,2:30.89,150.89,61/10,7.1,84768,23268,2227.72,–,77,–,459025,848081.0,43090.0,215519
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,15,13.0,15.5,.5,852044,3.0,G,8-13,125,2:30.97,150.97,246/10,25.6,77226,27366,2227.72,–,81,–,678387,852045.0,14363.0,218074
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,16,17.0,15.75,0.2,853910,3.0,G,8-13,125,2:31.05,151.05,99/1,100.0,77414,23268,2227.72,–,81,–,597619,853911.0,500343.0,217525
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,17,6.0,24.5,8.75,854456,3.0,G,8-13,125,2:32.47,152.47,32/1,33.0,12269,18788,2227.72,–,67,–,770940,803420.0,69116.0,217778
2014-03-01,NZ,380,597162,Flat,Group 1,3yo,1m4f,12f,2400,2640,Good,Turf,18,18,10.0,42,17.5,855180,3.0,G,8-13,125,2:35.39,155.39,59/1,60.0,81066,13974,2227.72,–,39,–,474562,825148.0,469354.0,218067
2014-03-01,NZ,380,597177,Flat,Group 3,4yo+,6f,6f,1200,1320,Good,Turf,8,1,7.0,0,0,831739,4.0,C,8-10,122,1:09.72,69.72,53/10,6.3,81066,18818,29702.97,–,103,–,63261,653495.0,526692.0,217022
2014-03-01,NZ,380,597177,Flat,Group 3,4yo+,6f,6f,1200,1320,Good,Turf,8,2,6.0,1,1,855121,6.0,G,8-9,121,1:09.89,69.89,99/10,10.9,85942,12417,9653.47,–,99,–,584343,855122.0,95466.0,218040
2014-03-01,NZ,380,597177,Flat,Group 3,4yo+,6f,6f,1200,1320,Good,Turf,8,3,5.0,1,0.1,799639,6.0,G,8-11,123,1:09.89,69.89,8/5F,2.6,12269,18788,4702.97,–,100,–,601360,799640.0,60857.0,199525
2014-03-01,NZ,380,597177,Flat,Group 3,4yo+,6f,6f,1200,1320,Good,Turf,8,4,4.0,1.25,0.1,846423,5.0,M,8-11,123,1:09.94,69.94,18/5,4.6,77257,22466,2227.72,–,100,–,632831,564477.0,459025.0,214904
2014-03-01,NZ,380,597177,Flat,Group 3,4yo+,6f,6f,1200,1320,Good,Turf,8,5,3.0,1.5,0.3,828953,6.0,M,8-6,118,1:09.97,69.97,97/10,10.7,77226,28378,1237.62,–,94,–,519564,745024.0,476611.0,172301
2014-03-01,NZ,380,597177,Flat,Group 3,4yo+,6f,6f,1200,1320,Good,Turf,8,6,8.0,2,.5,830799,5.0,M,8-5,117,1:10.05,70.05,8/1,9.0,81727,27495,495.05,–,92,–,601360,576325.0,459960.0,90207
2014-03-01,NZ,380,597177,Flat,Group 3,4yo+,6f,6f,1200,1320,Good,Turf,8,7,1.0,3.5,1.5,850530,6.0,M,8-5,117,1:10.30,70.30,33/1,34.0,88918,28378,495.05,–,87,–,63261,850531.0,460016.0,216465
2014-03-01,NZ,380,597177,Flat,Group 3,4yo+,6f,6f,1200,1320,Good,Turf,8,8,2.0,4.5,1,850532,4.0,G,8-9,121,1:10.47,70.47,41/5,9.2,84768,27446,495.05,–,88,–,560029,850533.0,531018.0,217021
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,1,2.0,0,0,851791,5.0,G,8-4,116,3:25.28,205.28,6/4F,2.5,84768,14470,148514.85,–,99,–,589455,851792.0,505590.0,216779
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,2,18.0,1,1,839019,4.0,G,8-5,117,3:25.45,205.45,76/10,8.6,88939,27494,43316.83,–,99,–,459025,806384.0,476611.0,218096
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,3,6.0,3.5,2.5,829765,4.0,F,8-3,115,3:25.86,205.86,44/5,9.8,82747,22987,21039.6,–,94,–,518730,599396.0,42373.0,187620
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,4,11.0,5.75,2.25,804098,5.0,G,9-4,130,3:26.24,206.24,31/5,7.2,75620,10709,9653.47,–,107,–,577862,804100.0,466641.0,216879
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,5,3.0,6,0.2,855446,5.0,M,8-3,115,3:26.31,206.31,207/10,21.7,78018,13392,5693.07,–,91,–,514993,855445.0,304999.0,218164
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,6,16.0,6.75,.75,830782,4.0,G,8-3,115,3:26.41,206.41,49/1,50.0,89005,21172,1485.15,–,91,–,547442,830784.0,461545.0,209942
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,7,15.0,8.25,1.5,797573,6.0,M,8-10,122,3:26.66,206.66,27/1,28.0,78558,10946,1485.15,–,96,–,520326,797574.0,486179.0,119975
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,8,10.0,8.5,0.2,830787,4.0,F,8-3,115,3:26.73,206.73,62/1,63.0,92635,27495,1485.15,–,89,–,632682,771285.0,76889.0,209943
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,9,9.0,9.75,1.25,855441,5.0,M,8-3,115,3:26.91,206.91,55/1,56.0,77257,23206,1485.15,–,87,–,63261,482051.0,304532.0,201945
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,10,4.0,10.5,.75,826860,7.0,G,8-3,115,3:27.03,207.03,59/1,60.0,91606,27447,1485.15,–,87,–,646651,826861.0,476036.0,208389
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,11,14.0,13,2.5,772958,6.0,M,8-6,118,3:27.45,207.45,155/10,16.5,77226,16061,1485.15,–,87,–,459025,772959.0,92036.0,210132
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,12,13.0,13.5,.5,834996,6.0,M,8-6,118,3:27.53,207.53,163/10,17.3,81727,5137,1485.15,–,86,–,450464,834997.0,300715.0,212231
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,13,8.0,13.75,0.3,824950,6.0,M,8-3,115,3:27.57,207.57,145/1,146.0,88255,29037,1485.15,–,83,–,90481,824952.0,486179.0,207717
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,14,5.0,14.25,.5,849527,5.0,G,8-3,115,3:27.66,207.66,92/1,93.0,93358,24116,1485.15,–,82,–,633944,543139.0,480977.0,218162
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,15,17.0,20,5.75,809056,6.0,G,8-3,115,3:28.61,208.61,91/1,92.0,76525,27446,1485.15,–,76,–,572047,508386.0,300179.0,202459
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,16,7.0,27,7,825408,4.0,G,8-4,116,3:29.78,209.78,133/10,14.3,12269,10712,1485.15,–,69,–,547442,825409.0,460016.0,207977
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,17,1.0,29.5,2.5,825153,5.0,G,8-3,115,3:30.20,210.20,36/1,37.0,79867,27367,1485.15,–,66,–,450430,825154.0,459025.0,207831
2014-03-05,NZ,380,597319,Flat,Group 1,3yo+,2m,16f,3200,3520,Good,Turf,18,18,12.0,38,8.5,827685,6.0,M,8-3,115,3:31.61,211.61,202/10,21.2,88918,18818,1485.15,–,56,–,546212,827686.0,456858.0,192923
2014-03-05,NZ,380,597498,Flat,Group 3,3yo,1m2½f,10.5f,2100,2310,Good,Turf,10,1,10.0,0,0,855251,3.0,F,8-13,125,2:11.59,131.59,89/10,9.9,77226,22987,20792.07,–,101,–,673395,752584.0,75930.0,187620
2014-03-05,NZ,380,597498,Flat,Group 3,3yo,1m2½f,10.5f,2100,2310,Good,Turf,10,2,9.0,2,2,853562,3.0,F,8-13,125,2:11.92,131.92,6/5F,2.2,76525,18818,6757.42,–,97,–,632682,853563.0,503034.0,111669
2014-03-05,NZ,380,597498,Flat,Group 3,3yo,1m2½f,10.5f,2100,2310,Good,Turf,10,3,6.0,2.75,.75,852228,3.0,F,8-13,125,2:12.05,132.05,225/10,23.5,81727,27495,3292.07,–,96,–,95466,723953.0,510321.0,169730
2014-03-05,NZ,380,597498,Flat,Group 3,3yo,1m2½f,10.5f,2100,2310,Good,Turf,10,4,3.0,6.75,4,855246,3.0,F,8-13,125,2:12.72,132.72,57/10,6.7,77257,27173,1559.4,–,88,–,667782,667730.0,519564.0,149499
2014-03-05,NZ,380,597498,Flat,Group 3,3yo,1m2½f,10.5f,2100,2310,Good,Turf,10,5,7.0,9.25,2.5,853573,3.0,F,8-13,125,2:13.13,133.13,30/1,31.0,88918,17936,866.33,–,83,–,570904,853574.0,538356.0,217404
2014-03-05,NZ,380,597498,Flat,Group 3,3yo,1m2½f,10.5f,2100,2310,Good,Turf,10,6,4.0,9.5,0.2,852051,3.0,F,8-13,125,2:13.21,133.21,57/10,6.7,88939,22987,346.53,–,82,–,467248,852052.0,542119.0,216888
2014-03-05,NZ,380,597498,Flat,Group 3,3yo,1m2½f,10.5f,2100,2310,Good,Turf,10,7,8.0,11,1.5,855247,3.0,F,8-13,125,2:13.42,133.42,58/10,6.8,87918,23641,346.53,–,80,–,460016,855248.0,511443.0,223897
2014-03-05,NZ,380,597498,Flat,Group 3,3yo,1m2½f,10.5f,2100,2310,Good,Turf,10,8,2.0,14.75,3.75,855250,3.0,F,8-13,125,2:14.05,134.05,159/10,16.9,75620,27173,346.53,–,72,–,592483,777194.0,305033.0,218095
2014-03-05,NZ,380,597498,Flat,Group 3,3yo,1m2½f,10.5f,2100,2310,Good,Turf,10,9,1.0,16,1.25,854140,3.0,F,8-13,125,2:14.26,134.26,51/1,52.0,89005,23990,346.53,–,70,–,649434,854141.0,500343.0,217628
2014-03-05,NZ,380,597510,Flat,Group 3,3yo+,7f,7f,1400,1540,Good,Turf,13,1,10.0,0,0,852218,4.0,F,9-0,126,1:24.77,84.77,79/10,8.9,78646,22987,20792.07,–,108,–,597619,852219.0,459025.0,216964
2014-03-05,NZ,380,597510,Flat,Group 3,3yo+,7f,7f,1400,1540,Good,Turf,13,2,13.0,2.5,2.5,824927,4.0,F,8-10,122,1:25.19,85.19,68/10,7.8,84768,23268,6757.42,–,97,–,509318,480910.0,460016.0,98400
2014-03-05,NZ,380,597510,Flat,Group 3,3yo+,7f,7f,1400,1540,Good,Turf,13,3,5.0,2.75,0.2,855260,4.0,F,8-9,121,1:25.26,85.26,166/10,17.6,88918,16607,3292.07,–,95,–,578657,855261.0,544249.0,218098
2014-03-05,NZ,380,597510,Flat,Group 3,3yo+,7f,7f,1400,1540,Good,Turf,13,4,9.0,2.75,0.1,847176,5.0,M,8-11,123,1:25.24,85.24,31/5,7.2,77226,11636,1559.4,–,97,–,460016,847178.0,511276.0,314545
2014-03-05,NZ,380,597510,Flat,Group 3,3yo+,7f,7f,1400,1540,Good,Turf,13,5,3.0,2.75,0.05,855254,5.0,M,8-10,122,1:25.24,85.24,73/10,8.3,78018,16110,866.33,–,96,–,601360,855255.0,87296.0,200119
2014-03-05,NZ,380,597510,Flat,Group 3,3yo+,7f,7f,1400,1540,Good,Turf,13,6,4.0,3,.25,855259,6.0,M,8-9,121,1:25.27,85.27,26/1,27.0,81066,13493,346.53,–,94,–,702868,798896.0,77835.0,218097
2014-03-05,NZ,380,597510,Flat,Group 3,3yo+,7f,7f,1400,1540,Good,Turf,13,7,11.0,3.5,.5,830112,6.0,M,8-11,123,1:25.35,85.35,36/5,8.2,77702,28721,346.53,–,95,–,533036,808268.0,459025.0,209654
2014-03-05,NZ,380,597510,Flat,Group 3,3yo+,7f,7f,1400,1540,Good,Turf,13,8,2.0,5,1.5,808247,5.0,M,8-11,123,1:25.60,85.60,7/1,8.0,12269,23268,346.53,–,91,–,459025,748967.0,302380.0,202275
2014-03-05,NZ,380,597510,Flat,Group 3,3yo+,7f,7f,1400,1540,Good,Turf,13,9,7.0,5.25,0.2,855264,4.0,F,8-9,121,1:25.68,85.68,38/1,39.0,76525,12122,346.53,–,88,–,601360,855265.0,63261.0,218100
2014-03-08,NZ,380,597600,Flat,Group 1,2yo,6f,6f,1200,1320,Good,Turf,10,1,8.0,0,0,852195,2.0,C,8-13,125,1:11.70,71.70,6/5F,2.2,77257,27963,59405.94,–,108,–,566008,708827.0,480438.0,210749
2014-03-08,NZ,380,597600,Flat,Group 1,2yo,6f,6f,1200,1320,Good,Turf,10,2,9.0,0.3,0.3,852213,2.0,F,8-8,120,1:11.75,71.75,44/5,9.8,81066,18818,19306.93,–,102,–,459025,646438.0,460016.0,218329
2014-03-08,NZ,380,597600,Flat,Group 1,2yo,6f,6f,1200,1320,Good,Turf,10,3,10.0,1.75,1.5,856142,2.0,F,8-8,120,1:11.99,71.99,231/10,24.1,12269,13974,9405.94,–,97,–,657574,853036.0,518730.0,181361
2014-03-08,NZ,380,597600,Flat,Group 1,2yo,6f,6f,1200,1320,Good,Turf,10,4,6.0,3,1.25,854438,2.0,G,8-13,125,1:12.20,72.20,32/5,7.4,75804,23983,4455.45,–,98,–,584449,648086.0,460778.0,217771
2014-03-08,NZ,380,597600,Flat,Group 1,2yo,6f,6f,1200,1320,Good,Turf,10,5,4.0,4.5,1.5,856140,2.0,F,8-8,120,1:12.45,72.45,46/1,47.0,80994,10712,2475.25,–,88,–,714974,856139.0,668231.0,164516
2014-03-08,NZ,380,597600,Flat,Group 1,2yo,6f,6f,1200,1320,Good,Turf,10,6,7.0,5.5,1,854441,2.0,G,8-13,125,1:12.62,72.62,28/1,29.0,79933,23983,990.1,–,90,–,547442,768163.0,531018.0,186320
2014-03-08,NZ,380,597600,Flat,Group 1,2yo,6f,6f,1200,1320,Good,Turf,10,7,3.0,6,.5,856141,2.0,F,8-8,120,1:12.70,72.70,67/10,7.7,88918,13493,990.1,–,84,–,684715,702870.0,42373.0,218330
2014-03-08,NZ,380,597600,Flat,Group 1,2yo,6f,6f,1200,1320,Good,Turf,10,8,5.0,6.25,0.3,852207,2.0,F,8-8,120,1:12.74,72.74,61/10,7.1,88255,7971,990.1,–,83,–,678387,852208.0,552780.0,216957
2014-03-08,NZ,380,597600,Flat,Group 1,2yo,6f,6f,1200,1320,Good,Turf,10,9,1.0,8.75,2.5,852209,2.0,F,8-8,120,1:13.16,73.16,36/1,37.0,82176,24121,990.1,–,75,–,678387,852210.0,522793.0,148104
2014-03-08,NZ,380,597601,Flat,Group 1,3yo+,1m2f,10f,2000,2200,Good,Turf,9,1,4.0,0,0,801203,5.0,M,9-0,126,2:06.15,126.15,EvensF,2.0,12269,11636,59405.94,–,109,–,459025,608049.0,460016.0,177047
2014-03-08,NZ,380,597601,Flat,Group 1,3yo+,1m2f,10f,2000,2200,Good,Turf,9,2,5.0,1.5,1.5,776596,6.0,G,9-4,130,2:06.40,126.40,137/10,14.7,84768,24879,19306.93,–,110,–,560048,776595.0,461715.0,189890
2014-03-08,NZ,380,597601,Flat,Group 1,3yo+,1m2f,10f,2000,2200,Good,Turf,9,3,2.0,2.25,.75,779126,5.0,G,9-4,130,2:06.53,126.53,39/1,40.0,76525,21419,9405.94,–,109,–,447676,562157.0,301663.0,218331
2014-03-08,NZ,380,597601,Flat,Group 1,3yo+,1m2f,10f,2000,2200,Good,Turf,9,4,3.0,3,.75,805695,4.0,F,9-0,126,2:06.65,126.65,209/10,21.9,77257,21896,4455.45,–,103,–,597619,729149.0,476607.0,172304
2014-03-08,NZ,380,597601,Flat,Group 1,3yo+,1m2f,10f,2000,2200,Good,Turf,9,5,1.0,3,0.1,802824,5.0,G,9-4,130,2:06.67,126.67,22/5,5.4,75804,28817,2475.25,–,107,–,632831,534542.0,49087.0,146837
2014-03-08,NZ,380,597601,Flat,Group 1,3yo+,1m2f,10f,2000,2200,Good,Turf,9,6,7.0,3.25,0.1,775598,5.0,G,9-4,130,2:06.71,126.71,79/10,8.9,88918,16607,990.1,–,107,–,584343,775599.0,450464.0,189368
2014-03-08,NZ,380,597601,Flat,Group 1,3yo+,1m2f,10f,2000,2200,Good,Turf,9,7,8.0,3.25,0.1,849916,4.0,F,9-0,126,2:06.71,126.71,16/1,17.0,92635,16607,990.1,–,102,–,519564,628242.0,460016.0,216592
2014-03-08,NZ,380,597601,Flat,Group 1,3yo+,1m2f,10f,2000,2200,Good,Turf,9,8,9.0,3.25,0.05,827373,4.0,F,9-0,126,2:06.70,126.70,41/5,9.2,87918,21896,990.1,–,102,–,597619,746857.0,459025.0,149499
2014-03-08,NZ,380,597601,Flat,Group 1,3yo+,1m2f,10f,2000,2200,Good,Turf,9,9,6.0,4,.75,824606,6.0,M,9-0,126,2:06.82,126.82,17/2,9.5,78646,26624,990.1,–,101,–,459025,726134.0,476611.0,207724
2014-03-08,NZ,380,597617,Flat,Group 3,3yo,6f,6f,1200,1320,Good,Turf,9,1,9.0,0,0,830405,3.0,F,9-0,126,1:10.12,70.12,3/5F,1.6,77257,23206,20792.08,–,105,–,542432,699966.0,577888.0,201945
2014-03-08,NZ,380,597617,Flat,Group 3,3yo,6f,6f,1200,1320,Good,Turf,9,2,3.0,1.25,1.25,856056,3.0,F,8-7,119,1:10.33,70.33,43/10,5.3,84768,23268,6757.43,–,94,–,678387,515208.0,461545.0,90207
2014-03-08,NZ,380,597617,Flat,Group 3,3yo,6f,6f,1200,1320,Good,Turf,9,3,2.0,4.5,3.25,833271,3.0,C,8-11,123,1:10.87,70.87,26/1,27.0,92635,27963,3292.08,–,88,–,575178,677574.0,519564.0,210749
2014-03-08,NZ,380,597617,Flat,Group 3,3yo,6f,6f,1200,1320,Good,Turf,9,4,1.0,5.25,.75,850536,3.0,F,8-9,121,1:11.00,71.00,188/10,19.8,12269,10712,1559.41,–,83,–,566008,520987.0,511276.0,122779
2014-03-08,NZ,380,597617,Flat,Group 3,3yo,6f,6f,1200,1320,Good,Turf,9,5,6.0,6.25,1,856053,3.0,G,8-11,123,1:11.16,71.16,86/1,87.0,86429,29119,866.34,–,82,–,44221,856054.0,571069.0,218296
2014-03-08,NZ,380,597617,Flat,Group 3,3yo,6f,6f,1200,1320,Good,Turf,9,6,7.0,6.5,0.3,856055,3.0,F,8-7,119,1:11.20,71.20,87/10,9.7,87918,23641,346.53,–,77,–,632831,505136.0,459960.0,223897
2014-03-08,NZ,380,597617,Flat,Group 3,3yo,6f,6f,1200,1320,Good,Turf,9,7,5.0,6.75,0.2,856048,3.0,G,8-11,123,1:11.28,71.28,163/10,17.3,81066,28378,346.53,–,80,–,95466,696357.0,545247.0,218294
2014-03-08,NZ,380,597617,Flat,Group 3,3yo,6f,6f,1200,1320,Good,Turf,9,8,8.0,7.25,.5,856049,3.0,G,8-11,123,1:11.33,71.33,119/10,12.9,88918,11365,346.53,–,79,–,633824,856050.0,303753.0,218295
2014-03-08,NZ,380,597617,Flat,Group 3,3yo,6f,6f,1200,1320,Good,Turf,9,9,4.0,9,1.75,830406,3.0,F,8-7,119,1:11.62,71.62,27/1,28.0,89005,23990,346.53,–,70,–,661629,669210.0,6857.0,209784
2014-04-12,NZ,380,600338,Flat,Group 1,3yo+,1m,8f,1600,1760,Good To Soft,Turf,18,1,15.0,0,0,831748,4.0,G,8-4,116,1:35.28,95.28,16/5F,4.2,77257,12417,59405.94,–,96,–,596550,831749.0,528538.0,210218
2014-04-12,NZ,380,600338,Flat,Group 1,3yo+,1m,8f,1600,1760,Good To Soft,Turf,18,2,9.0,0.1,0.1,852218,4.0,F,8-9,121,1:35.30,95.30,56/10,6.6,91306,22987,19306.93,–,101,–,597619,852219.0,459025.0,216964
2014-04-12,NZ,380,600338,Flat,Group 1,3yo+,1m,8f,1600,1760,Good To Soft,Turf,18,3,6.0,0.2,0.05,804385,4.0,F,8-3,115,1:35.31,95.31,162/10,17.2,82176,26309,9405.94,–,95,–,657462,657437.0,305033.0,200813
2014-04-12,NZ,380,600338,Flat,Group 1,3yo+,1m,8f,1600,1760,Good To Soft,Turf,18,4,14.0,.75,.5,858787,5.0,M,8-3,115,1:35.41,95.41,138/10,14.8,78558,23206,4455.45,–,94,–,459025,631938.0,455714.0,219286
2014-04-12,NZ,380,600338,Flat,Group 1,3yo+,1m,8f,1600,1760,Good To Soft,Turf,18,5,5.0,.75,0.1,775598,5.0,G,9-5,131,1:35.41,95.41,175/10,18.5,75804,16607,2475.25,–,110,–,584343,775599.0,450464.0,189368
2014-04-12,NZ,380,600338,Flat,Group 1,3yo+,1m,8f,1600,1760,Good To Soft,Turf,18,6,7.0,.75,0.1,831739,4.0,C,8-9,121,1:35.41,95.41,222/10,23.2,81066,18818,990.1,–,99,–,63261,653495.0,526692.0,217022
2014-04-12,NZ,380,600338,Flat,Group 1,3yo+,1m,8f,1600,1760,Good To Soft,Turf,18,7,13.0,1,0.1,828898,4.0,G,8-3,115,1:35.45,95.45,162/10,17.2,82342,28817,990.1,–,93,–,472277,828900.0,546559.0,170894
2014-04-12,NZ,380,600338,Flat,Group 1,3yo+,1m,8f,1600,1760,Good To Soft,Turf,18,8,8.0,2,1,824927,4.0,F,8-4,116,1:35.61,95.61,79/10,8.9,82747,23268,990.1,–,92,–,509318,480910.0,460016.0,219285
2014-04-12,NZ,380,600338,Flat,Group 1,3yo+,1m,8f,1600,1760,Good To Soft,Turf,18,9,4.0,2,0.1,820968,4.0,F,8-3,115,1:35.63,95.63,30/1,31.0,93085,27366,990.1,–,91,–,532968,564083.0,73085.0,219287
2014-09-27,NZ,380,611383,Flat,Group 3,3yo,7f,7f,1400,1540,Soft,Turf,10,1,4.0,0,0,869949,3.0,G,8-13,125,1:28.13,88.13,12/5,3.4,84768,18788,20792.08,–,107,–,716511,731453.0,63261.0,222663
